ems_no,county,company_name,address,process_id,process_name,category,permit_no,effective_date,expiry_date
F08A8183,新北市,馥華食品有限公司,新北市鶯歌區南靖里環河路七五號一至三樓、七七號一樓,M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2158-00號,,117/03/13
F08A8222,新北市,毅慶生技開發有限公司鶯歌廠,新北市鶯歌區二橋里中正三路一五六巷三三弄一五、一六號,M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2168-00號,,117/04/30
F08A8391,新北市,德隆國際事業有限公司鶯歌廠,新北市鶯歌區永昌里建國路四○五巷一六號一、三、四樓,M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2219-00號,,118/06/24
F08A8638,新北市,大磬企業股份有限公司,新北市鶯歌區鳳祥里鶯桃路六五八巷一六號(右棟),M01,M01 - 冷凍食品製造程序,操作,新北市環操證字第F2190-00號,,117/11/27
F08A9359,新北市,田原塑膠股份有限公司鶯歌廠,新北市鶯歌區永昌里鶯桃路六七巷一八號,M01,M01 - 凹版印刷作業程序,設置,新北市環設證字第F1305-00號,,117/10/22
F08A9399,新北市,元記實業營建剩餘土石方處理場,新北市鶯歌區東湖段四一二、四一三、四一九、四二○(部分)、四九○(部分)、四九一(部分)、四九二、四九三、四九四(部分)、四九五(部分)、四九六(部分)地號等一一筆土地,M01,M01 - 堆置場作業程序,操作,新北市環操證字第F2258-00號,,119/08/21
F08A9408,新北市,永順安實業股份有限公司三廠,新北市鶯歌區中湖里西湖街二七九巷二○號,M01,M01 - 陶瓷製品乾式成型製造程序,操作,新北市環操證字第F2224-00號,,118/11/07
F08A9676,新北市,元記實業股份有限公司,新北市鶯歌區中湖里中湖街二五八巷八號,M01,M01 - 衍生燃料製造程序,設置,新北市環設證字第F1328-00號,,118/06/20
F08A9874,新北市,百軒食品有限公司,新北市鶯歌區永吉里鶯桃路二一七號一樓,M01,M01 - 飼料製造程序,操作,新北市環操證字第F2244-00號,,119/03/13
F08B0205,新北市,鼎糧食品廠有限公司新北廠,新北市鶯歌區二甲里二甲路三○○號,M01,M01 - 其他食品製造程序,設置,新北市環設證字第F1367-00號,,119/05/05
F1600393,新北市,新新昶染整廠股份有限公司,新北市泰山區楓樹里信義街一一號,M01,M01 - 印染整理程序; M02 - 鍋爐蒸氣產生程序,操作,新北市環操證字第F0884-07號; 新北市環操證字第F0885-06號,,118/08/20
F1600464,新北市,臺灣三洋電機股份有限公司工廠,新北市泰山區貴和里貴鳳街三五號及新莊區中正路六一四巷二四號二樓,M06,M06 - 射出成型程序; M07 - 大型電器表面塗裝程序,操作,新北市環操證字第F0784-06號; 新北市環操證字第F1288-06號,,117/10/29
F1600491,新北市,南亞塑膠工業股份有限公司林口二廠,新北市泰山區大科里南林路一○二號【含南林路一○○號及八九、九一、九三號(之一至之四)及南泰路三號】,M02,M02 - 聚酯樹脂製造程序; M03 - 熱媒加熱程序; M10 - 塑膠膜袋製造程序; M91 - 鍋爐蒸氣產生程序,操作,新北市環操證字第F0224-20號; 新北市環操證字第F0225-16號; 新北市環操證字第F1674-13號; 新北市環操證字第F2080-03號,,119/03/07
F1601318,新北市,毅宜工業股份有限公司,新北市泰山區山腳里美寧街三七號,M01,M01 - 金屬電鍍處理程序; M02 - 金屬表面塗裝程序,操作,新北市環操證字第F0912-06號; 新北市環操證字第F1881-03號,,118/04/30
F1606662,新北市,南亞科技股份有限公司三廠,新北市泰山區大科里南林路九八號、九八之一號二樓、三樓、四樓、五樓、六樓、七樓、九八之一號二樓等及一一五號,M01,M01 - 積體電路製造程序; M02 - 積體電路製造程序,操作,新北市環操證字第F1712-07號; 新北市環操證字第F1976-03號,,119/08/29
F1607114,新北市,世享勝業有限公司,新北市泰山區黎明里泰林路三段三○一巷二一號,M01,M01 - 鍋爐蒸氣產生程序; M02 - 印染整理程序,操作,新北市環操證字第F1887-03號; 新北市環操證字第F1897-02號,,119/12/08
F16A0896,新北市,南亞塑膠工業股份有限公司林口一廠,新北市泰山區大科里南林路一二二號,M01,M01 - 押出成型程序,操作,新北市環操證字第F1951-03號,,115/08/13
F16A1359,新北市,保證責任新北市家禽運銷合作社附設屠宰場,新北市泰山區楓樹里中港南路一○三號,M01,M01 - 屠宰作業程序,操作,新北市環操證字第F1883-03號,,118/04/17
F16A1973,新北市,耘新紙品有限公司泰山廠,新北市泰山區貴和里明志路三段四三二巷三一號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F1886-03號,,118/08/13
F16A6131,新北市,氣宇企業有限公司泰山廠,新北市泰山區黎明里黎明路四號(一樓、二樓)(泰山區自強段三建號),M01,M01 - 金屬噴磨（噴砂）處理程序,操作,新北市環操證字第F2262-00號,,119/09/10
F16A6240,新北市,妮紅咬花股份有限公司泰山廠,新北市泰山區壽山路一○二號,M01,M01 - 金屬噴磨（噴砂）處理程序,設置,新北市環設證字第F1363-00號,,119/04/07
F16A6280,新北市,尚俊塑膠有限公司,新北市泰山區黎明里泰山路一一七號,M01,M01 - 押出成型程序,設置,新北市環設證字第F1342-00號,,118/10/07
F0400399,新北市,正隆股份有限公司板橋廠,新北市中和區員富里員山路五八一巷一○號,M04,M04 - 鍋爐蒸氣產生程序; M05 - 有機溶劑作業程序,"操作, 設置",新北市環操證字第F1354-10號; 新北市環設證字第F1362-01號,,119/02/17
F0400933,新北市,科樂印刷事業股份有限公司,新北市中和區碧河里建一路九三巷四號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F1082-06號,,115/06/02
F0401225,新北市,廣益印刷有限公司二廠,新北市中和區建和里板南路三三七號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F1054-07號,,117/07/22
F0401332,新北市,桂冠實業股份有限公司中和二廠,新北市中和區中原里橋和路六○號,M01,M01 - 熱媒加熱程序; M03 - 其他食品製造程序,操作,新北市環操證字第F2029-04號; 新北市環操證字第F2128-00號,,118/04/17
F0401378,新北市,桂冠實業股份有限公司中和一廠,新北市中和區中山路二段三二九號,M03,M03 - 其他食品製造程序,操作,新北市環操證字第F2109-00號,,115/12/29
F0401565,新北市,台灣松下電器股份有限公司,新北市中和區員山里員山路五七九號,M06,M06 - 射出成型程序; M09 - 大型電器表面塗裝程序,操作,新北市環操證字第F0713-07號; 新北市環操證字第F1841-06號,,116/09/13
F0402875,新北市,臺灣泰陽電子股份有限公司中和廠,新北市中和區平河里中正路七七八、七七八之一、七八○、七八○之一、七八二、七八六、七八六之一、七八八、七八八之一號三樓,M01,M01 - 電容器製造程序,操作,新北市環操證字第F0617-05號,,119/01/05
F0403130,新北市,生宇企業股份有限公司一廠,新北市中和區平河里錦和路一二六號一、二樓,M01,M01 - 電容器製造程序,操作,新北市環操證字第F0975-06號,,117/10/10
F0418775,新北市,耀暘印刷股份有限公司,新北市中和區連城路一三四巷一七號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F2018-02號,,117/12/02
F0419601,新北市,科億資訊科技有限公司,新北市中和區中原里立德街一二三號二樓,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F1909-03號,,118/09/03
F04A1474,新北市,富星彩色印刷設計股份有限公司中和廠,新北市中和區中原里立德街二六巷一八弄八號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F2186-00號,,117/10/03
F04A3599,新北市,天凱彩色印刷有限公司,新北市中和區平河里中正路七五二號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F2004-02號,,117/07/16
F04A7165,新北市,柏豐彩色印刷有限公司,新北市中和區中原里立德街一二三號一樓、一二五號一樓、一二七號一樓,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F2036-03號,,116/07/31
F04A7472,新北市,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市中和區中正路二九一號醫療大樓地下二層至地上一二層、中和區圓通路三○一號A棟(五、一一、一二層)及B棟(五、六、一一、一七層),M01,M01 - 鍋爐蒸氣產生程序,操作,新北市環操證字第F1722-08號,,119/04/21
F04A8034,新北市,山水彩色印刷股份有限公司中和廠,新北市中和區碧河里連城路二二二巷一號一樓、二樓、三樓、四樓、五樓,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F1748-06號,,117/08/18
F04A8391,新北市,富綱實業股份有限公司中和廠,新北市中和區建八路一一九號(一、二樓),M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F2009-01號,,117/10/03
F04A8480,新北市,白紗科技印刷股份有限公司中和廠,新北市中和區中原里中板路二五巷一八號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F1755-05號,,116/08/15
F04A9022,新北市,恒通股份有限公司立言廠,新北市中和區中原里立言街三八號一至六樓,M01,M01 - 印刷電路板製造程序,操作,新北市環操證字第F1960-03號,,118/12/21
F04B1431,新北市,雙鍵化工股份有限公司,新北市中和區中原里中正路九五一、九五三、九五五、九五九、九六一號一七樓及九五三、九五五號一八樓,M01,M01 - 接著劑化學製造程序; M02 - 其他顏料製造程序,操作,新北市環操證字第F1979-02號; 新北市環操證字第F1980-03號,,116/07/18
F04C2040,新北市,范記天下素食有限公司,新北市中和區中原里立德街五二巷一七號,M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2003-02號,,117/07/01
F04C2941,新北市,彩之坊科技股份有限公司,新北市中和區連和里中山路二段三二三號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F2066-01號,,119/09/14
F04C3167,新北市,台灣德鉑股份有限公司橋和二廠,新北市中和區中原里橋和路一一二巷四、六號,M01,M01 - 網版印刷作業程序,操作,新北市環操證字第F2252-00號,,119/06/24
F04C4373,新北市,沛諾美學生技國際有限公司美妝廠,新北市中和區中原里立德街一六八、一七○號四樓,M01,M01 - 化粧品製造程序,操作,新北市環操證字第F2117-00號,,116/03/20
F04C4779,新北市,金全益金屬工廠有限公司中和廠,新北市中和區碧河里建六路六七巷三號一樓,M01,M01 - 其他基本金屬鑄造製造程序,操作,新北市環操證字第F2071-01號,,119/10/26
F04C7149,新北市,光寶科技股份有限公司中和二廠,新北市中和區碧河里建六路七七號、七七號二樓(二樓、四樓、五樓),M01,M01 - 其他電子零組件製造程序,操作,新北市環操證字第F2108-01號,,115/12/29
F04C7911,新北市,連霆營建剩餘土石方資源處理場,新北市中和區國道段三六三地號,M01,M01 - 堆置場作業程序,設置,新北市環設證字第F1322-00號,,118/04/02
F04C9719,新北市,珍品軒食品有限公司,新北市中和區中原里立德街一一二號地下一樓,M01,M01 - 其他食品製造程序,設置,新北市環設證字第F1304-00號,,117/10/10
F1500192,新北市,強升化學企業有限公司,新北市五股區興珍里四維路三○巷三六弄二號,M01,M01 - 接著劑化學製造程序,操作,新北市環操證字第F1098-08號,,119/10/18
F1500441,新北市,台灣中油股份有限公司煉製事業部桃園煉油廠五股儲運課,新北市五股區成泰路一段二三三號,M01,M01 - 鍋爐蒸氣產生程序; M02 - 揮發性有機液體儲槽作業程序,操作,新北市環操證字第F0609-14號; 新北市環操證字第F1661-13號,,119/09/14
F1500549,新北市,泰翔纖維染整股份有限公司,新北市五股區德泰里成泰路一段八巷一號,M01,M01 - 印染整理程序; M03 - 鍋爐蒸氣產生程序,操作,新北市環操證字第F1307-11號; 新北市環操證字第F1875-03號,,118/06/15
F1500601,新北市,福泉鋼業股份有限公司,新北市五股區成泰里成泰路三段二巷三號,M01,M01 - 其他金屬品處理加工程序,操作,新北市環操證字第F1607-04號,,115/10/16
F1500656,新北市,致和新興業股份有限公司,新北市五股區觀音里凌雲路三段二號,M01,M01 - 鍋爐蒸氣產生程序; M02 - 皮革製品製造程序,操作,新北市環操證字第F0628-08號; 新北市環操證字第F0629-05號,,115/08/15
F1500870,新北市,偉生實業股份有限公司,新北市五股區五股里工商路一八巷一二號,M01,M01 - 金屬電鍍處理程序,操作,新北市環操證字第F0636-07號,,117/10/02
F1501046,新北市,永灃工業股份有限公司,新北市五股區五福里成泰路二段一九七巷二三號(一樓)、二五號(一樓),M01,M01 - 金屬電鍍處理程序,操作,新北市環操證字第F0577-06號,,119/02/05
F1501948,新北市,永大美術印刷股份有限公司,新北市五股區興珍里五工五路二二號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F1193-07號,,119/05/13
F1503004,新北市,來多利股份有限公司,新北市五股區興珍里五權三路五二號(一樓、二樓、夾層),M01,M01 - 鋅合金壓鑄件製造程序,設置,新北市環設證字第F1376-00號,,119/09/30
F1504314,新北市,富甲工業股份有限公司,新北市五股區興珍里五工路一○三號,M01,M01 - 鋅合金壓鑄件製造程序,操作,新北市環操證字第F2223-00號,,118/10/24
F1505384,新北市,北橋工業股份有限公司,新北市五股區興珍里五權三路一號,M01,M01 - 印染整理程序; M03 - 熱媒加熱程序,操作,新北市環操證字第F1746-06號; 新北市環操證字第F0602-08號,,119/11/21
F1507422,新北市,快信塑膠實業股份有限公司,新北市五股區興珍里五權五路三九號,M01,M01 - 塑膠膜袋製造程序,操作,新北市環操證字第F2048-01號,,119/03/28
F1507431,新北市,金鈿塑膠工業股份有限公司,新北市五股區興珍里五權五路一四號,M01,M01 - 凹版印刷作業程序; M02 - 押出成型程序,操作,新北市環操證字第F1561-04號; 新北市環操證字第F2218-00號,,118/05/14
F1507664,新北市,佳合醫材股份有限公司,新北市五股區興珍里五權七路六三號,M02,M02 - 印染整理程序,操作,新北市環操證字第F2082-01號,,120/03/08
F1507888,新北市,綺益彩印科技股份有限公司,新北市五股區興珍里五權八路二四號,M01,M01 - 平版印刷作業程序,操作,新北市環操證字第F1037-06號,,118/11/23
F1512174,新北市,統皓食品股份有限公司五股廠,新北市五股區五權路四九號三、四樓,M01,M01 - 其他食品製造程序,設置,新北市環設證字第F1352-00號,,118/11/07
F1512218,新北市,立順電鍍有限公司,新北市五股區五福里成泰路二段一九七巷四號,M01,M01 - 金屬電鍍處理程序,操作,新北市環操證字第F2237-00號,,119/01/14
F1512834,新北市,常盟企業股份有限公司,新北市五股區五權五路三四號,M01,M01 - 印染整理程序,操作,新北市環操證字第F1998-02號,,117/04/14
F1516074,新北市,品傑光電股份有限公司,新北市五股區成泰里成泰路三段二巷一號,M01,M01 - 金屬電鍍處理程序,操作,新北市環操證字第F2134-00號,,116/10/06
F1516118,新北市,得萬利科技股份有限公司,新北市五股區興珍里五工二路一○六巷三號,M01,M01 - 其他電子零組件製造程序,操作,新北市環操證字第F2094-00號,,115/08/08
F1516341,新北市,功得電子工業股份有限公司,新北市五股區興珍里五權五路二六號,M01,M01 - 其他被動電子元件製造程序,操作,新北市環操證字第F1929-02號,,115/01/20
F1516378,新北市,閎民科技股份有限公司,新北市五股區更寮里中興路二段二八號二樓,M01,M01 - 印刷電路板製造程序,操作,新北市環操證字第F1647-04號,,115/07/18
F1516734,新北市,富致科技股份有限公司總廠,新北市五股區興珍里五工五路六○號,M01,M01 - 其他被動電子元件製造程序,操作,新北市環操證字第F1999-01號,,117/05/09
F1516743,新北市,晶功印刷電路有限公司,新北市五股區成泰里成泰路三段一七之一號二樓,M01,M01 - 印刷電路板製造程序,操作,新北市環操證字第F1838-03號,,116/09/24
F15A0435,新北市,益亘股份有限公司五股廠,新北市五股區成泰里成泰路三段六號(一樓)及三樓(第四層),M01,M01 - 金屬電鍍處理程序,操作,新北市環操證字第F1798-04號,,117/06/03
F15A0821,新北市,金利橡膠股份有限公司五權廠,新北市五股區興珍里五權路六七號,M01,M01 - 其他橡膠製品製造程序,操作,新北市環操證字第F1811-03號,,115/12/30
F15A3429,新北市,新五營建剩餘土石方資源處理場,新北市五股區石土地公段石土地公小段五五之二、五五之三、一一四之一、一一四之二、一一六、一一七之一、一一七之三等七筆地號,M01,M01 - 堆置場作業程序,操作,新北市環操證字第F1957-08號,,116/04/12
F15A3736,新北市,隆羽實業股份有限公司,新北市五股區興珍里五權七路六○號(一、二樓),M01,M01 - 鋅合金壓鑄件製造程序,操作,新北市環操證字第F2215-00號,,118/04/30
F15A3895,新北市,宏遠國際餐飲股份有限公司五股二廠,新北市五股區興珍里五權路五四號,M01,M01 - 其他食品製造程序,設置,新北市環設證字第F1374-00號,,119/09/09
F15A4001,新北市,富致科技股份有限公司二廠,新北市五股區興珍里五工三路一一六巷七號一樓,M01,M01 - 其他被動電子元件製造程序,操作,新北市環操證字第F2002-01號,,117/06/25
F15A4893,新北市,頂記食品股份有限公司五股廠,新北市五股區興珍里五工路一四四號,M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2103-01號,,115/11/22
F15A5059,新北市,味味美食有限公司,新北市五股區中興路一段九五巷四弄三、五號,M01,M01 - 其他食品製造程序,設置,新北市環設證字第F1364-00號,,119/04/22
F15A5495,新北市,兆利科技工業股份有限公司五權廠,新北市五股區興珍里五權七路五九號一樓,M01,M01 - 粉末冶金程序,操作,新北市環操證字第F1943-04號,,119/03/09
F15A5712,新北市,詠麗生化科技股份有限公司五股廠,新北市五股區五工六路一六號一樓,M01,M01 - 化粧品製造程序,操作,新北市環操證字第F2112-00號,,116/01/17
F15A5782,新北市,廣懿股份有限公司二廠,新北市五股區民義路二段四八巷二之一一號,M01,M01 - 凹版印刷作業程序,操作,新北市環操證字第F2007-03號,,117/10/02
F15A8538,新北市,鏵塑股份有限公司,新北市五股區民義里民義路一段二四○號一樓,M01,M01 - 押出成型程序,操作,新北市環操證字第F2096-00號,,115/08/26
F15A8904,新北市,鬍鬚張股份有限公司中央工廠,新北市五股區興珍里五工一路一一四號一、二、三、四、五樓,M01,M01 - 鍋爐蒸氣產生程序; M02 - 其他食品製造程序,操作,新北市環操證字第F2172-00號; 新北市環操證字第F2178-00號,,117/07/17
F15A9368,新北市,志遠食品廠,新北市五股區五權八路三九之一號,M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2098-00號,,115/09/05
F15A9417,新北市,常豐食品有限公司,新北市五股區五股里成泰路二段一四七巷二七、二九、三一號,M01,M01 - 其他食品製造程序,操作,新北市環操證字第F2092-01號,,115/07/21
F15A9724,新北市,佳福實業有限公司,新北市五股區五股里成泰路二段一四七巷一六號二、三樓,M01,M01 - 塗料製造程序,操作,新北市環操證字第F2176-00號,,117/07/03
F15A9823,新北市,民利五金股份有限公司(五股廠),新北市五股區興珍里中興路一段一四○巷二○號,M01,M01 - 鋅合金壓鑄件製造程序,操作,新北市環操證字第F2136-00號,,116/10/24
F15B0353,新北市,俊曜工程有限公司,新北市五股區中興路三段四五巷五之八號,M01,M01 - 堆置場作業程序,操作,新北市環操證字第F2163-01號,,117/04/13
F15B0373,新北市,得裕精密壓鑄有限公司,新北市五股區五工路一三五號,M01,M01 - 非鐵金屬製品鑄造程序,操作,新北市環操證字第F2137-00號,,116/11/01
F15B0709,新北市,亮全企業社,新北市五股區六福里民義路一段二二○巷五號之三,M01,M01 - 鋅合金壓鑄件製造程序,操作,新北市環操證字第F2144-00號,,117/01/09
F15B0828,新北市,益晟企業有限公司,新北市五股區興珍里五權路二四號一樓,M01,M01 - 鋁鑄造製造程序,操作,新北市環操證字第F2152-00號,,117/02/20
F15B1301,新北市,富致科技股份有限公司,新北市五股區五工段七地號,M01,M01 - 其他被動電子元件製造程序,設置,新北市環設證字第F1373-00號,,119/08/21
F15B1599,新北市,精信精密工業股份有限公司,新北市五股區興珍里五權八路二二號,M01,M01 - 鋅合金壓鑄件製造程序,操作,新北市環操證字第F2210-00號,,118/03/07
F15B1638,新北市,鑫力馳工業有限公司,新北市五股區成泰里成泰路三段二四號,M01,M01 - 鋅合金壓鑄件製造程序,操作,新北市環操證字第F2229-00號,,118/12/08
F15B2408,新北市,嘉勝國際有限公司,新北市五股區成泰路一段九八巷三○之八號A棟,M01,M01 - 其他橡膠製品製造程序,操作,新北市環操證字第F2265-00號,,119/10/19
H4800051,桃園市,明泰磚廠股份有限公司,桃園市龜山區福源里湖山街一八○巷一六九號,M01,M01 - 磚瓦（紅磚）製品製造程序,操作及燃料,環空操證字第H5312-04號; 											(燃證字第H319-01號),,116/01/09
H4800140,桃園市,銓銘金屬工業股份有限公司龜山廠,桃園市龜山區山頂里山鶯路三五八號,M01,M01 - 灰鐵鑄造程序,操作,環空操證字第H6203-01號,,116/10/23
H4800168,桃園市,法務部矯正署臺北監獄,桃園市龜山區宏德新村二號,M01,M01 - 鍋爐蒸氣產生程序,操作,環空操證字第H6516-02號,,118/03/05
H4800364,桃園市,山福工業股份有限公司,桃園市龜山區山頂里龜山工業區興邦路三三號,M01,M01 - 鋁鑄造製造程序,操作,環空操證字第H7104-00號,,116/09/29
H4800444,桃園市,立昌窯業股份有限公司,桃園市龜山區龍壽里東萬壽路六七二號,M01,M01 - 磚瓦（紅磚）製品製造程序,操作及燃料,環空操證字第H3322-10號; 											(燃證字第H365-00號),,117/07/27
H4800453,桃園市,大勝磚廠股份有限公司龜山工廠,桃園市龜山區龍壽里東萬壽路六七二之一號,M01,M01 - 磚瓦（紅磚）製品製造程序; M03 - 堆置場作業程序,"操作及燃料, 操作",環空操證字第H3064-08號; 											(燃證字第H377-01號); 環空操證字第H4764-03號,,118/07/04
H4800613,桃園市,友偉工業股份有限公司,桃園市龜山區福源里湖山街一八○巷二九號,M01,M01 - 其他非金屬礦物製品製造程序,操作,環空操證字第H6176-02號,,116/12/12
H4800793,桃園市,慶義工業股份有限公司,桃園市龜山區兔坑里湖山街二一一巷八弄二號,M01,M01 - 灰鐵鑄造程序,操作,環空操證字第H4246-04號,,115/07/11
H4801352,桃園市,僑福印染股份有限公司,桃園市龜山區兔坑里海萍路一二號,M01,M01 - 印染整理程序,操作,環空操證字第H6236-02號,,117/01/18
H4801370,桃園市,儀億實業股份有限公司,桃園市龜山區福源里湖山街一八○巷一弄八之一號,M01,M01 - 印染整理程序; M02 - 鍋爐蒸氣產生程序,操作,環空操證字第H2277-06號; 環空操證字第H2278-08號,,117/04/03
H4801414,桃園市,臺灣菸酒股份有限公司桃園酒廠,桃園市龜山區樂善里文化一路五五號,M02,M02 - 醱酵／葡萄酒釀製程序,操作,環空操證字第H6369-05號,,117/08/30
H4801423,桃園市,南僑油脂事業股份有限公司桃園廠,桃園市龜山區山頂里興邦路三五號,M01,M01 - 鍋爐蒸氣產生程序; M02 - 植物油處理製造程序,操作,環空操證字第H6452-04號; 環空操證字第H1372-09號,,120/01/10
H4801432,桃園市,聯華食品工業股份有限公司桃園廠,桃園市龜山區大華里頂湖一街一八號,M01,M01 - 其他食品製造程序,操作,環空操證字第H1367-09號,,119/01/30
H4801469,桃園市,大興鍍金工業股份有限公司,桃園市龜山區大崗里頂湖二街六六巷二號,M01,M01 - 金屬電鍍處理程序,操作,環空操證字第H6333-03號,,117/07/09
H4801478,桃園市,南亞塑膠工業股份有限公司工三廠,桃園市龜山區樂善里文明路六號,M01,M01 - 鍋爐蒸氣產生程序; M03 - 引擎發電程序; M04 - 聚酯樹酯製造程序; M05 - 聚酯樹脂製造程序; M07 - 鍋爐蒸氣產生程序; M09 - 合成有機纖維化學製造程序; M12 - 熱媒加熱程序; M15 - 押出成型程序; M20 - 其他合成樹脂或塑膠製造程序; M22 - 其他合成樹脂或塑膠製造程序,操作,環空操證字第H2411-14號; 環空操證字第H2098-10號; 環空操證字第H6539-05號; 環空操證字第H2233-12號; 環空操證字第H2255-14號; 環空操證字第H6484-05號; 環空操證字第H4244-11號; 環空操證字第H4689-10號; 環空操證字第H3339-11號; 環空操證字第H5180-08號,,118/07/26
H4801709,桃園市,宏洲纖維工業股份有限公司桃園工廠,桃園市龜山區楓樹里宏洲街二九號,M01,M01 - 合成有機纖維化學製造程序; M02 - 熱媒加熱程序,操作,環空操證字第H1994-10號; 環空操證字第H1995-11號,,119/07/21
H4801852,桃園市,裕民化學股份有限公司,桃園市龜山區龍壽里萬壽路一段五三一巷四號,M01,M01 - 鍋爐蒸氣產生程序,操作,環空操證字第H1712-06號,,118/07/23
H4801905,桃園市,德寶家電股份有限公司,桃園市龜山區大華里二二鄰頂湖路二六號,M01,M01 - 射出成型程序; M02 - 鍋爐蒸氣產生程序,操作,環空操證字第H4115-06號; 環空操證字第H6877-00號,,115/10/27
H4801923,桃園市,亞東預拌混凝土股份有限公司林口廠,桃園市龜山區大華里頂湖路二八號,M01,M01 - 混凝土拌合程序,操作,環空操證字第H4535-12號,,116/10/09
H4802206,桃園市,中興電工機械股份有限公司林口廠,桃園市龜山區樂善里文德路二五號,M02,M02 - 金屬表面塗裝程序; M03 - 金屬噴磨（噴砂）處理程序,操作,環空操證字第H5134-05號; 環空操證字第H4075-05號,,117/12/13
H4802297,桃園市,寶燕彩藝股份有限公司,桃園市龜山區文化里頂湖一街五三號,M01,M01 - 鍋爐蒸氣產生程序; M02 - 塑膠押出或吹磨成型程序; M03 - 紙張表面塗裝程序,操作,環空操證字第H1239-07號; 環空操證字第H4474-05號; 環空操證字第H4785-06號,,119/02/16
H4802313,桃園市,森元洋線股份有限公司第二廠,桃園市龜山區嶺頂里振興路二五之二號,M01,M01 - 鍋爐蒸氣產生程序; M02 - 印染整理程序,操作,環空操證字第H6863-01號; 環空操證字第H4355-03號,,120/02/01
H4802359,桃園市,政鎰化學工廠有限公司,桃園市龜山區大坑里南上路五一五號,M01,M01 - 其他金屬或無機鹽製造程序,操作,環空操證字第H7452-00號,,119/03/23
H4802368,桃園市,迪愛禧佳龍油墨股份有限公司,桃園市龜山區大華里頂湖一街一二號,M01,M01 - 印刷油墨化學原料製造程序; M02 - 印刷油墨化學原料製造程序,操作,環空操證字第H2706-09號; 環空操證字第H2707-10號,,118/07/04
H4802519,桃園市,美達工業股份有限公司,桃園市龜山區山頂里興邦路三一號及三一之三號二樓,M01,M01 - 金屬表面清洗程序,操作,環空操證字第H7225-00號,,117/07/26
